gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,AvgMonthlySpend,ServiceCount,ContractRiskScore,ElectronicCheckFlag,TenureGroup,HighSpendFlag,Cluster,RiskSegment
0,0,0,1,19,1,2,0,2,2,0,2,2,0,0,1,3,75.9,1375.6,0,1442.1,72.39999999999999,6,3,0,0,1,2,High Risk
1,0,1,1,53,1,2,0,2,2,0,2,0,0,1,0,0,64.15,3491.55,0,3399.9500000000003,65.87830188679246,5,2,0,1,0,0,Low Risk
1,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,0,109.55,7920.7,0,7887.599999999999,110.00972222222222,7,1,0,1,1,0,Low Risk
0,0,1,0,60,1,2,1,0,2,2,2,2,2,2,1,1,110.8,6640.7,0,6648.0,110.67833333333331,7,1,0,1,1,0,Low Risk
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,55.0,1,55.0,55.0,2,3,0,3,0,1,Medium Risk
0,0,0,1,13,1,0,0,0,0,2,2,0,0,0,0,3,53.45,718.1,0,694.85,55.23846153846154,3,3,0,0,0,1,Medium Risk
0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,320.4,0,349.75,64.08,1,3,0,3,1,2,High Risk
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,101.45,1,101.45,101.45,5,3,1,3,1,2,High Risk
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,0,2,97.0,1334.45,0,1261.0,102.65,4,3,1,0,1,2,High Risk
1,0,0,0,37,1,2,0,2,2,2,2,2,2,1,1,0,90.6,3358.65,0,3352.2,90.77432432432433,8,2,0,2,1,0,Low Risk
1,0,1,0,64,1,0,1,2,0,0,0,0,0,0,1,3,73.55,4764.0,0,4707.2,74.4375,2,3,0,1,1,0,Low Risk
0,0,1,0,5,1,2,0,0,0,2,2,2,0,0,0,0,67.95,350.3,1,339.75,70.06,5,3,0,3,1,2,High Risk
0,0,1,0,61,1,2,1,0,2,0,2,0,2,2,1,0,94.35,5703.0,0,5755.349999999999,93.49180327868852,5,1,0,1,1,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,69.5,1,69.5,69.5,1,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,18.85,1,18.85,18.85,1,3,0,3,0,1,Medium Risk
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.4,525.55,0,504.4,20.213461538461537,1,2,0,2,0,1,Medium Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,1,69.2,69.2,1,3,1,3,1,2,High Risk
1,0,1,0,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,483.15,0,474.0,20.13125,1,1,0,0,0,1,Medium Risk
1,0,1,0,17,0,1,0,0,0,2,2,2,2,1,0,2,54.6,934.8,0,928.2,54.98823529411764,4,2,1,0,0,1,Medium Risk
0,0,0,1,26,0,1,0,0,0,2,0,0,0,0,1,3,29.8,786.5,0,774.8000000000001,30.25,1,3,0,2,0,1,Medium Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,69.65,69.65,1,3,1,3,1,2,High Risk
1,1,1,0,40,1,2,1,2,0,0,0,2,2,0,0,2,101.85,4086.3,1,4074.0,102.1575,5,3,1,2,1,2,High Risk
1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,5364.8,0,5358.599999999999,103.16923076923078,6,3,1,1,1,0,Low Risk
0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,2,82.3,82.3,1,82.3,82.3,3,3,1,3,1,2,High Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,20.3,0,20.3,20.3,1,3,0,3,0,1,Medium Risk
0,0,0,0,21,0,1,0,2,0,0,2,0,0,2,0,3,35.1,770.4,0,737.1,36.68571428571428,2,1,0,0,0,1,Medium Risk
0,0,1,0,67,1,2,1,0,2,2,0,2,2,1,1,0,105.7,6816.95,0,7081.900000000001,101.7455223880597,6,2,0,1,1,0,Low Risk
0,0,1,1,44,1,0,0,2,0,0,2,0,0,0,0,0,56.25,2419.55,0,2475.0,54.98977272727273,3,3,0,2,0,1,Medium Risk
1,0,1,1,70,0,1,0,0,2,2,2,2,2,1,0,2,60.35,4138.7,0,4224.5,59.12428571428571,5,2,1,1,0,0,Low Risk
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6,1,237.75,89.2,2,3,1,3,1,2,High Risk
1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,3457.45,0,3348.8,61.740178571428565,4,1,0,1,0,1,Medium Risk
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2,1,1099.8,85.78461538461539,3,3,1,0,1,2,High Risk
0,0,1,1,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,5435.6,1,5417.200000000001,93.71724137931037,5,3,0,1,1,0,Low Risk
0,0,1,1,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,4186.3,1,3956.4,99.67380952380952,4,3,1,2,1,2,High Risk
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,25.05,1,25.05,25.05,0,3,1,3,0,1,Medium Risk
0,0,1,1,46,1,2,1,2,0,2,2,0,2,2,0,3,99.65,4630.2,0,4583.900000000001,100.65652173913044,6,1,0,2,1,0,Low Risk
0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,3221.25,0,3190.95,51.13095238095238,2,1,0,1,0,1,Medium Risk
1,0,0,0,11,1,0,0,0,2,2,2,0,0,0,1,2,60.9,688.5,0,669.9,62.59090909090909,4,3,1,3,0,2,High Risk
1,0,1,1,15,1,2,0,0,0,2,2,0,0,0,1,0,59.65,867.1,0,894.75,57.806666666666665,4,3,0,0,0,1,Medium Risk
1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,2,64.7,4746.05,0,4658.400000000001,65.91736111111112,6,1,1,1,0,0,Low Risk
0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,712.85,1,727.9000000000001,24.58103448275862,0,3,0,2,0,1,Medium Risk
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,48.95,48.95,1,48.95,48.95,2,3,1,3,0,1,Medium Risk
0,0,1,1,6,1,0,0,0,0,0,0,2,0,0,0,2,54.85,355.1,0,329.1,59.18333333333334,2,3,1,3,0,1,Medium Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,45.3,45.3,1,3,1,3,0,1,Medium Risk
1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,5764.7,0,5755.049999999999,91.5031746031746,4,2,1,1,1,0,Low Risk
1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,167.3,1,171.7,83.65,3,3,1,3,1,2,High Risk
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,428.45,0,451.8,23.802777777777777,2,1,0,0,0,1,Medium Risk
0,0,1,0,43,0,1,0,2,0,0,2,0,0,0,0,0,34.0,1505.35,0,1462.0,35.00813953488372,2,3,0,2,0,1,Medium Risk
0,0,0,0,15,0,1,0,2,2,2,2,0,0,1,0,3,45.9,693.45,0,688.5,46.23,4,2,0,0,0,1,Medium Risk
1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4,1,952.0,93.04,4,3,1,3,1,2,High Risk
1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,1177.95,0,1127.5,21.417272727272728,1,1,0,1,0,1,Medium Risk
1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,5069.65,1,4929.4,103.46224489795918,5,2,0,1,1,0,Low Risk
1,0,1,1,6,1,0,0,0,2,2,0,0,0,0,1,3,55.3,324.25,1,331.79999999999995,54.04166666666666,3,3,0,3,0,1,Medium Risk
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.35,1458.1,0,1424.5,20.83,1,1,0,1,0,1,Medium Risk
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,156.4,1,149.7,78.2,2,3,0,3,1,2,High Risk
1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9,0,2274.3,36.490476190476194,2,2,0,1,0,1,Medium Risk
0,0,0,0,25,1,0,0,0,2,0,2,0,2,0,1,0,65.8,1679.65,0,1645.0,67.186,4,3,0,2,1,2,High Risk
0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,369.6,0,366.3,20.53333333333333,1,2,0,0,0,1,Medium Risk
1,1,1,0,28,1,2,1,0,2,0,2,2,2,0,1,2,105.8,2998.0,0,2962.4,107.07142857142856,6,3,1,2,1,2,High Risk
0,1,0,0,53,1,0,1,2,2,0,2,0,2,1,1,3,96.75,5206.55,0,5127.75,98.2367924528302,5,2,0,1,1,0,Low Risk
1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3626.1,1,3582.25,103.60285714285716,5,2,0,2,1,0,Low Risk
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,24.4,0,24.4,24.4,0,3,0,3,0,1,Medium Risk
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,7968.85,1,8095.5,113.84071428571428,8,2,0,1,1,0,Low Risk
1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,152.45,1,159.7,76.225,3,3,1,3,1,2,High Risk
0,0,1,0,26,1,0,0,0,2,0,2,2,2,0,1,2,73.05,1959.5,0,1899.3,75.36538461538461,5,3,1,2,1,2,High Risk
0,0,0,0,34,1,0,0,2,2,0,0,0,2,1,0,2,64.35,2053.05,0,2187.9,60.38382352941177,4,2,1,2,0,1,Medium Risk
0,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.5,398.55,0,389.5,20.976315789473684,1,1,0,0,0,1,Medium Risk
1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,1130.85,1,1140.0,75.39,2,3,0,0,1,2,High Risk
0,0,1,1,62,1,0,0,2,0,2,0,0,0,1,0,1,54.75,3425.35,0,3394.5,55.247580645161285,3,2,0,1,0,1,Medium Risk
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,4323.45,1,4399.5,102.93928571428572,6,3,0,2,1,0,Low Risk
0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,703.55,1,671.85,78.17222222222222,5,3,1,3,1,2,High Risk
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,2,51.15,1275.7,0,1227.6,53.15416666666667,2,3,1,0,0,1,Medium Risk
1,1,1,0,68,0,1,0,2,2,2,0,0,0,2,1,2,41.95,2965.75,0,2852.6000000000004,43.6139705882353,3,1,1,1,0,1,Medium Risk
1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,0,1684.85,53.12903225806452,3,3,0,2,0,1,Medium Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,56.25,1,56.25,56.25,2,3,1,3,0,1,Medium Risk
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,2249.95,1,2228.1,107.14047619047618,6,3,1,0,1,2,High Risk
0,0,1,0,63,1,0,1,0,2,0,0,2,2,1,1,2,96.0,6109.75,0,6048.0,96.98015873015872,4,2,1,1,1,0,Low Risk
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,159.4,1,159.5,79.7,2,3,0,3,1,2,High Risk
0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3751.15,0,3748.45,61.49426229508197,5,1,0,1,0,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,68.65,1,68.65,68.65,1,3,1,3,1,2,High Risk
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,19.65,411.25,0,353.7,22.84722222222222,1,2,0,0,0,1,Medium Risk
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,1,19.0,105.5,0,114.0,17.583333333333332,1,2,0,3,0,1,Medium Risk
0,0,0,0,33,1,2,1,0,2,0,0,2,2,0,1,2,100.0,3320.6,0,3300.0,100.62424242424242,5,3,1,2,1,2,High Risk
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,327.45,1,324.0,20.465625,1,3,0,0,0,1,Medium Risk
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,5669.5,0,5527.2,101.24107142857144,5,3,1,1,1,0,Low Risk
1,0,0,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.8,465.45,0,455.4,20.23695652173913,1,2,0,0,0,1,Medium Risk
1,0,0,0,9,1,0,1,0,0,2,0,0,0,0,1,2,73.8,704.3,0,664.1999999999999,78.25555555555555,2,3,1,3,1,2,High Risk
0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1369.8,1,1402.8,97.84285714285714,5,3,1,0,1,2,High Risk
1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1,1123.5,73.81666666666666,2,3,0,0,1,2,High Risk
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.05,95.55,0,100.25,19.11,1,3,0,3,0,1,Medium Risk
1,0,1,0,61,1,2,1,2,2,0,0,2,2,0,1,2,106.2,6375.2,0,6478.2,104.51147540983608,6,3,1,1,1,0,Low Risk
1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,116.55,8152.3,0,8158.5,116.46142857142856,8,1,0,1,1,0,Low Risk
1,0,0,0,15,1,2,1,2,0,0,0,2,2,0,1,2,99.7,1566.75,0,1495.5,104.45,5,3,1,0,1,2,High Risk
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.7,130.25,0,157.6,16.28125,1,1,0,3,0,1,Medium Risk
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.5,162.15,0,156.0,20.26875,1,1,0,3,0,1,Medium Risk
0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,1,3,29.15,110.05,0,116.6,27.5125,1,3,0,3,0,1,Medium Risk
0,0,0,0,34,1,0,0,2,2,0,0,0,0,1,0,3,55.0,1885.15,0,1870.0,55.44558823529412,3,2,0,2,0,1,Medium Risk
1,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6302.85,0,6174.4,92.68897058823528,8,1,0,1,1,0,Low Risk
0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,2264.5,0,2295.0,50.32222222222222,4,2,0,2,0,1,Medium Risk
0,1,0,0,9,1,2,1,0,0,2,0,2,0,0,1,2,90.1,816.8,0,810.9,90.75555555555556,4,3,1,3,1,2,High Risk
0,0,0,0,22,1,2,0,2,0,0,2,0,0,0,1,3,59.05,1253.5,0,1299.1,56.97727272727273,4,3,0,0,0,1,Medium Risk
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.3,41.2,0,40.6,20.6,1,3,0,3,0,1,Medium Risk
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,0,72.95,5265.55,0,5106.5,75.22214285714286,6,1,0,1,1,0,Low Risk
0,0,0,1,10,1,2,0,2,0,2,2,0,2,1,0,1,73.55,693.3,0,735.5,69.33,6,2,0,3,1,2,High Risk
1,0,0,0,72,1,2,0,2,0,2,2,2,2,2,0,1,84.3,5997.1,0,6069.599999999999,83.29305555555555,7,1,0,1,1,0,Low Risk
0,0,1,1,49,1,0,0,0,2,2,0,2,2,1,0,1,78.0,3824.2,0,3822.0,78.04489795918367,5,2,0,1,1,0,Low Risk
0,1,0,0,54,1,2,0,0,2,0,2,2,0,1,0,3,72.1,3886.05,0,3893.4,71.96388888888889,5,2,0,1,1,0,Low Risk
0,0,0,0,71,1,2,1,2,2,2,0,2,2,2,1,1,106.75,7283.25,0,7579.25,102.58098591549296,7,1,0,1,1,0,Low Risk
0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,19.25,412.55,0,423.5,18.75227272727273,1,2,0,0,0,1,Medium Risk
0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1070.25,0,1027.5,21.405,1,1,0,1,0,1,Medium Risk
0,0,1,1,43,1,0,2,1,1,1,1,1,1,1,0,3,20.0,817.95,0,860.0,19.022093023255817,1,2,0,2,0,1,Medium Risk
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,1,24.65,1171.3,0,1109.25,26.028888888888886,2,1,0,2,0,1,Medium Risk
1,1,0,0,64,1,2,1,2,2,0,0,2,2,0,1,0,103.5,6548.65,0,6624.0,102.32265625,6,3,0,1,1,0,Low Risk
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,23.85,625.65,0,548.5500000000001,27.20217391304348,2,1,0,0,0,1,Medium Risk
0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.8,1911.5,0,1754.4,28.110294117647054,2,1,0,1,0,1,Medium Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,70.85,1,70.85,70.85,1,3,1,3,1,2,High Risk
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,134.7,1,139.6,67.35,1,3,0,3,1,2,High Risk
1,0,0,0,26,1,0,0,0,0,0,2,2,0,1,0,1,59.45,1507.0,0,1545.7,57.96153846153846,3,2,0,2,0,1,Medium Risk
1,0,1,0,55,0,1,0,0,0,2,2,2,2,0,1,0,54.55,2978.3,1,3000.25,54.150909090909096,4,3,0,1,0,1,Medium Risk
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,1,2,20.05,299.3,0,280.7,21.37857142857143,1,3,1,0,0,1,Medium Risk
1,0,1,0,71,1,0,0,2,0,2,2,2,2,2,1,2,82.55,5832.65,0,5861.05,82.14999999999999,6,1,1,1,1,0,Low Risk
1,0,0,0,64,1,2,0,2,2,2,2,2,0,1,0,2,81.25,5567.55,0,5200.0,86.99296875,7,2,1,1,1,0,Low Risk
0,0,0,0,7,1,0,0,0,0,0,2,2,2,0,1,1,70.75,450.8,1,495.25,64.4,4,3,0,3,1,2,High Risk
0,0,0,0,57,1,0,0,2,2,2,2,2,0,2,1,1,74.3,4166.35,0,4235.099999999999,73.09385964912282,6,1,0,1,1,0,Low Risk
0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,1215.6,1,1223.3,93.5076923076923,5,3,1,0,1,2,High Risk
0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,91.7,1,89.1,30.566666666666663,1,3,0,3,0,1,Medium Risk
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,0,1,109.7,7898.45,0,7898.400000000001,109.70069444444444,7,1,0,1,1,0,Low Risk
0,0,1,1,40,1,2,1,0,2,2,0,2,0,0,1,1,96.35,3915.4,0,3854.0,97.885,5,3,0,2,1,0,Low Risk
1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,979.5,0,932.4,69.96428571428571,4,3,0,0,1,2,High Risk
1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,44.5,90.05,0,89.0,45.025,1,3,1,3,0,1,Medium Risk
1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,7432.05,1,7319.400000000001,112.60681818181818,7,2,0,1,1,0,Low Risk
0,0,1,0,38,1,2,1,0,0,2,2,2,2,0,1,2,105.0,4026.4,1,3990.0,105.9578947368421,6,3,1,2,1,2,High Risk
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,25.3,1,25.3,25.3,0,3,1,3,0,1,Medium Risk
1,0,0,0,22,1,0,0,0,2,0,2,0,0,1,1,1,55.15,1193.05,1,1213.3,54.22954545454545,3,2,0,0,0,1,Medium Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,20.1,20.1,1,3,0,3,0,1,Medium Risk
1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,3,80.1,398.55,0,400.5,79.71000000000001,2,3,0,3,1,2,High Risk
1,0,1,1,29,1,2,0,2,0,0,2,2,0,1,0,0,69.05,1958.45,0,2002.45,67.53275862068966,5,2,0,2,1,2,High Risk
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9,1,69.9,69.9,1,3,0,3,1,2,High Risk
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.4,63.15,0,61.2,21.05,1,3,0,3,0,1,Medium Risk
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1301.1,0,1398.7,18.32535211267605,1,1,0,1,0,1,Medium Risk
1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,484.05,0,450.9,53.78333333333333,2,3,1,3,0,1,Medium Risk
1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,4528.0,1,4360.2,105.30232558139537,5,3,1,2,1,0,Low Risk
0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3887.85,0,4005.6,80.996875,7,2,0,2,1,0,Low Risk
1,0,0,0,26,1,2,1,2,2,0,0,0,0,0,1,1,86.65,2208.75,0,2252.9,84.95192307692308,4,3,0,2,1,2,High Risk
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,20.15,238.15,0,181.35,26.461111111111112,1,3,0,3,0,1,Medium Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,80.8,80.8,1,80.8,80.8,2,3,1,3,1,2,High Risk
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.4,958.15,0,892.4,20.82934782608696,1,1,0,2,0,1,Medium Risk
1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,118.3,1,124.1,59.15,3,3,0,3,0,1,Medium Risk
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.45,76.45,1,76.45,76.45,2,3,1,3,1,2,High Risk
1,0,1,1,64,0,1,0,2,0,2,2,2,2,2,1,0,60.05,3845.45,0,3843.2,60.08515625,5,1,0,1,0,0,Low Risk
0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1094.5,1,1095.6,91.20833333333331,4,3,1,3,1,2,High Risk
1,1,1,0,6,1,0,1,0,0,2,0,2,2,0,1,2,95.75,573.75,1,574.5,95.625,4,3,1,3,1,2,High Risk
0,0,1,0,59,1,0,2,1,1,1,1,1,1,1,0,3,20.35,1267.0,0,1200.65,21.47457627118644,1,2,0,1,0,1,Medium Risk
0,0,0,0,7,1,0,1,0,2,0,0,2,2,1,1,3,94.05,633.45,0,658.35,90.49285714285716,4,2,0,3,1,2,High Risk
0,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,6129.65,0,6055.2,85.13402777777777,7,1,0,1,1,0,Low Risk
1,1,0,0,16,1,0,1,0,0,0,0,0,2,0,1,2,78.75,1218.25,0,1260.0,76.140625,2,3,1,0,1,2,High Risk
1,0,1,0,25,1,2,0,0,0,2,0,0,0,0,0,1,55.55,1405.3,0,1388.75,56.212,3,3,0,2,0,1,Medium Risk
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9,1,2130.1,66.90882352941176,5,3,1,2,0,2,High Risk
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,74.5,1,74.5,74.5,2,3,1,3,1,2,High Risk
0,0,1,1,10,1,2,1,0,2,2,0,2,2,0,1,1,102.1,1068.85,1,1021.0,106.885,6,3,0,3,1,2,High Risk
1,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.1,533.9,0,482.4,22.245833333333334,1,2,0,0,0,1,Medium Risk
0,0,1,1,10,1,2,0,2,2,0,0,2,0,1,0,2,70.3,676.15,0,703.0,67.615,5,2,1,3,1,2,High Risk
1,0,1,0,69,1,0,0,2,2,0,0,0,0,1,1,1,53.65,3804.4,0,3701.85,55.13623188405797,3,2,0,1,0,1,Medium Risk
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1118.8,0,1182.75,19.628070175438594,1,1,0,1,0,1,Medium Risk
1,0,1,1,50,1,0,1,0,2,2,2,2,2,1,1,0,103.4,5236.4,0,5170.0,104.728,6,2,0,1,1,0,Low Risk
1,0,1,1,28,0,1,0,2,0,2,2,2,0,1,0,3,50.8,1386.8,0,1422.4,49.52857142857143,4,2,0,2,0,1,Medium Risk
0,0,0,0,16,1,0,0,2,0,0,0,0,0,0,1,2,50.15,762.25,1,802.4,47.640625,2,3,1,0,0,1,Medium Risk
1,0,0,0,25,1,0,0,2,2,0,2,2,2,0,1,3,79.0,1902.0,0,1975.0,76.08,6,3,0,2,1,2,High Risk
0,1,1,0,3,1,0,1,0,2,0,0,0,0,0,1,0,74.6,239.05,0,223.8,79.68333333333334,2,3,0,3,1,2,High Risk
1,0,1,0,61,1,2,1,0,0,0,0,2,2,1,1,0,96.5,5673.7,0,5886.5,93.01147540983608,4,2,0,1,1,0,Low Risk
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.1,39.8,0,40.2,19.9,1,3,0,3,0,1,Medium Risk
1,0,1,1,51,1,0,2,1,1,1,1,1,1,1,0,3,19.4,997.75,0,989.4,19.56372549019608,1,2,0,1,0,1,Medium Risk
0,0,1,1,71,1,0,0,2,0,2,0,2,2,2,0,1,77.55,5574.35,0,5506.05,78.51197183098591,5,1,0,1,1,0,Low Risk
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,20.05,406.05,0,401.0,20.3025,1,3,0,0,0,1,Medium Risk
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85,0,119.1,23.141666666666666,1,3,0,3,0,1,Medium Risk
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.2,123.65,0,121.2,20.60833333333333,1,3,0,3,0,1,Medium Risk
0,0,0,0,29,1,2,0,2,2,0,2,0,0,0,0,3,67.45,1801.1,0,1956.05,62.10689655172413,5,3,0,2,1,2,High Risk
1,0,0,0,36,1,0,2,1,1,1,1,1,1,2,1,1,18.55,689.0,0,667.8000000000001,19.13888888888889,1,1,0,2,0,1,Medium Risk
0,0,0,0,28,0,1,0,0,0,2,0,0,0,0,1,3,29.75,790.7,0,833.0,28.23928571428572,1,3,0,2,0,1,Medium Risk
0,0,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,86.5,582.5,1,605.5,83.21428571428571,3,3,1,3,1,2,High Risk
0,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,24.2,1618.2,0,1524.6,25.685714285714287,2,1,0,1,0,1,Medium Risk
1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,3,23.55,1173.35,0,1130.4,24.444791666666664,2,1,0,2,0,1,Medium Risk
0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,0,20.45,900.9,0,1002.05,18.38571428571429,1,2,0,1,0,1,Medium Risk
1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,2122.05,1,2199.15,78.59444444444445,3,3,1,2,1,2,High Risk
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,92.3,6719.9,0,6645.599999999999,93.33194444444445,8,1,0,1,1,0,Low Risk
